scientific_name,datetime,description,place_guess,latitude,longitude,tag_list,common_name,url,image_url,user_login,id,species_guess,iconic_taxon_name,taxon_id,num_identification_agreements,num_identification_disagreements,observed_on_string,observed_on,time_observed_at,time_zone,positional_accuracy,public_positional_accuracy,geoprivacy,taxon_geoprivacy,coordinates_obscured,positioning_method,positioning_device,user_id,user_name,created_at,updated_at,quality_grade,license,sound_url,oauth_application_id,captive_cultivated
Dryobates nuttallii,2024-10-12 10:00:00 -0700,,"Lake Solano County Park, 8685 Pleasants Valley Rd, Winters, CA 95694, USA",38.4930318,-122.0297569,,Nuttall's Woodpecker,https://www.inaturalist.org/observations/246962155,https://static.inaturalist.org/photos/440977485/medium.png,paulknoepfler,246962155,Nuttall's Woodpecker,Aves,792987,1,0,2024/10/12 10:00 AM,2024-10-12,2024-10-12 17:00:00 UTC,Pacific Time (US & Canada),195,195,,open,false,,,2772646,paul knoepfler,2024-10-12 17:27:24 UTC,2024-10-12 17:47:51 UTC,research,,,NA,false
Dryobates nuttallii,2024-10-12 10:00:00 -0700,,"Lake Solano County Park, 8685 Pleasants Valley Rd, Winters, CA 95694, USA",38.4930318,-122.0297569,,Nuttall's Woodpecker,https://www.inaturalist.org/observations/246962153,https://static.inaturalist.org/photos/440977461/medium.png,paulknoepfler,246962153,Nuttall's Woodpecker,Aves,792987,1,0,2024/10/12 10:00 AM,2024-10-12,2024-10-12 17:00:00 UTC,Pacific Time (US & Canada),195,195,,open,false,,,2772646,paul knoepfler,2024-10-12 17:27:24 UTC,2024-10-12 17:47:52 UTC,research,,,NA,false
Dryobates nuttallii,2024-10-12 08:24:25 -0700,,"Los Angeles County, US-CA, US",34.0987035079,-118.197267428,,Nuttall's Woodpecker,https://www.inaturalist.org/observations/246951305,https://static.inaturalist.org/photos/440960325/medium.jpeg,somnium,246951305,Nuttall's Woodpecker,Aves,792987,2,0,2024-10-12 08:24:25,2024-10-12,2024-10-12 15:24:25 UTC,Pacific Time (US & Canada),5,5,,open,false,gps,gps,327960,somnium,2024-10-12 16:21:53 UTC,2024-10-16 02:07:38 UTC,research,,,2,false
Dryobates nuttallii,2017-10-09 10:29:00 -0700,,"La Mesa, CA, USA",32.7862999854,-116.9876775073,,Nuttall's Woodpecker,https://www.inaturalist.org/observations/246935481,https://inaturalist-open-data.s3.amazonaws.com/photos/440928348/medium.jpeg,vireolanius,246935481,Nuttall's Woodpecker,Aves,792987,1,0,2017/10/09 10:29 AM,2017-10-09,2017-10-09 17:29:00 UTC,Pacific Time (US & Canada),311,311,,open,false,,,213838,Justyn Stahl,2024-10-12 14:48:53 UTC,2024-10-12 15:16:07 UTC,research,CC-BY-NC,,NA,false
Pica nuttalli,2024-10-11 17:46:35 -0700,,"Citron St, Davis, CA, US",38.5436366667,-121.7760166667,,Yellow-billed Magpie,https://www.inaturalist.org/observations/246857432,https://inaturalist-open-data.s3.amazonaws.com/photos/440777009/medium.jpeg,band_tailed_pigeon_enjoyer,246857432,Yellow-billed Magpie,Aves,8319,2,0,2024-10-11 17:46:35-07:00,2024-10-11,2024-10-12 00:46:35 UTC,Pacific Time (US & Canada),9,9,,open,false,,,6512868,Audrey R.,2024-10-12 00:58:02 UTC,2024-10-12 01:29:02 UTC,research,CC-BY-NC,,3,false
Dryobates nuttallii,2024-09-16 15:18:00 -0700,Another common resident bird that we see and hear quite often in our backyard are Nuttall's Woodpeckers. ,"California, US",38.6767327419,-121.1004829638,Photo,Nuttall's Woodpecker,https://www.inaturalist.org/observations/246851053,https://inaturalist-open-data.s3.amazonaws.com/photos/440763962/medium.jpg,ken_mateik,246851053,Nuttall's Woodpecker,Aves,792987,1,0,2024/09/16 3:18 PM,2024-09-16,2024-09-16 22:18:00 UTC,Pacific Time (US & Canada),4,28210,obscured,open,true,,,3407564,Ken Mateik,2024-10-12 00:00:18 UTC,2024-10-24 14:03:39 UTC,research,CC-BY-NC,,NA,false
Dryobates nuttallii,2024-10-10 08:56:00 -0700,,"Pacific Grove, CA, USA",36.6235239874,-121.929839426,,Nuttall's Woodpecker,https://www.inaturalist.org/observations/246837098,https://inaturalist-open-data.s3.amazonaws.com/photos/440736042/medium.jpg,justinhofman13,246837098,Nuttall's Woodpecker,Aves,792987,1,0,2024/10/10 8:56 AM,2024-10-10,2024-10-10 15:56:00 UTC,Pacific Time (US & Canada),1190,1190,,open,false,,,7940105,Justin Hofman,2024-10-11 21:59:49 UTC,2024-10-11 22:03:58 UTC,research,CC-BY-NC,,NA,false
Pica nuttalli,2024-10-06 07:58:13 -0700,,"Jibboom St, Sacramento, CA, US",38.5942783333,-121.50522,,Yellow-billed Magpie,https://www.inaturalist.org/observations/246834090,https://inaturalist-open-data.s3.amazonaws.com/photos/440729957/medium.jpeg,anaorloff,246834090,Yellow-billed Magpie,Aves,8319,2,0,2024-10-06 07:58:13-07:00,2024-10-06,2024-10-06 14:58:13 UTC,Pacific Time (US & Canada),5,5,,open,false,,,2528833,,2024-10-11 21:35:06 UTC,2024-10-16 20:00:25 UTC,research,CC-BY-NC,,3,false
Dryobates nuttallii,2024-10-11 11:09:00 -0700,,"Monterey County, CA, USA",36.65853,-121.7584752783,,Nuttall's Woodpecker,https://www.inaturalist.org/observations/246833353,https://static.inaturalist.org/photos/440728002/medium.jpg,ord1,246833353,Nuttall's Woodpecker,Aves,792987,1,0,2024/10/11 11:09 AM,2024-10-11,2024-10-11 18:09:00 UTC,Pacific Time (US & Canada),NA,NA,,open,false,,,6451554,Ord Photouff,2024-10-11 21:29:41 UTC,2024-10-11 21:32:58 UTC,research,,,NA,false
Dryobates nuttallii,2024-10-11 10:30:00 -0700,,"Monterey County, CA, USA",36.6596397217,-121.749330555,,Nuttall's Woodpecker,https://www.inaturalist.org/observations/246833349,https://static.inaturalist.org/photos/440727304/medium.jpg,ord1,246833349,Nuttall's Woodpecker,Aves,792987,1,0,2024/10/11 10:30 AM,2024-10-11,2024-10-11 17:30:00 UTC,Pacific Time (US & Canada),NA,NA,,open,false,,,6451554,Ord Photouff,2024-10-11 21:29:40 UTC,2024-10-11 21:33:21 UTC,research,,,NA,false
Dryobates nuttallii,2024-10-11 11:07:54 -0700,Sorry for the horrifyingly bad angle lol. Looked like maybe it was a Nuttall’s? Not entirely sure.,"Sperling Preserve, Goleta, CA, US",34.421018144,-119.8849195356,,Nuttall's Woodpecker,https://www.inaturalist.org/observations/246824534,https://inaturalist-open-data.s3.amazonaws.com/photos/440711338/medium.jpeg,beanil,246824534,Nuttall's Woodpecker,Aves,792987,1,0,2024-10-11 11:07:54-07:00,2024-10-11,2024-10-11 18:07:54 UTC,Pacific Time (US & Canada),26,26,,open,false,,,2214682,,2024-10-11 20:27:35 UTC,2024-10-15 04:57:58 UTC,research,,,3,false
Pica nuttalli,2024-10-10 22:42:50 -0700,,"McKean Rd, San Jose, CA, US",37.1632766821,-121.7533447837,,Yellow-billed Magpie,https://www.inaturalist.org/observations/246731263,https://inaturalist-open-data.s3.amazonaws.com/photos/440529163/medium.jpeg,riverwalker232,246731263,Yellow-billed Magpie,Aves,8319,2,0,2024-10-10 22:42:50-07:00,2024-10-10,2024-10-11 05:42:50 UTC,Pacific Time (US & Canada),203,203,,open,false,,,7101700,,2024-10-11 05:43:42 UTC,2024-10-16 20:00:26 UTC,research,CC-BY-NC,,3,false
Dryobates nuttallii,2019-02-09 13:22:00 -0800,,"Olivehurst, CA, USA",39.0716056936,-121.5483736989,,Nuttall's Woodpecker,https://www.inaturalist.org/observations/246731144,https://inaturalist-open-data.s3.amazonaws.com/photos/440528811/medium.jpeg,donnadugan,246731144,Nuttall's Woodpecker,Aves,792987,1,0,2019/02/09 1:22 PM,2019-02-09,2019-02-09 21:22:00 UTC,Pacific Time (US & Canada),4,4,,open,false,,,2075560,Donna L Dugan,2024-10-11 05:41:46 UTC,2024-10-21 22:21:17 UTC,research,CC-BY-NC,,NA,false
Dryobates nuttallii,2019-02-09 13:20:00 -0800,,"Olivehurst, CA, USA",39.0715258298,-121.5479671529,,Nuttall's Woodpecker,https://www.inaturalist.org/observations/246731097,https://inaturalist-open-data.s3.amazonaws.com/photos/440528695/medium.jpeg,donnadugan,246731097,Nuttall's Woodpecker,Aves,792987,1,0,2019/02/09 1:20 PM,2019-02-09,2019-02-09 21:20:00 UTC,Pacific Time (US & Canada),15,15,,open,false,,,2075560,Donna L Dugan,2024-10-11 05:40:38 UTC,2024-10-21 22:21:19 UTC,research,CC-BY-NC,,NA,false
Dryobates nuttallii,2024-10-09 19:20:00 -0700,Time is about 3 hours earlier than shown.,"Monterey County, US-CA, US",36.346542,-121.489978,,Nuttall's Woodpecker,https://www.inaturalist.org/observations/246723498,https://inaturalist-open-data.s3.amazonaws.com/photos/440510972/medium.jpg,ross2,246723498,Nuttall's Woodpecker,Aves,792987,1,0,2024/10/09 7:20 PM,2024-10-09,2024-10-10 02:20:00 UTC,Pacific Time (US & Canada),100,100,,open,false,,,16404,Ross Millikan,2024-10-11 03:53:06 UTC,2024-10-11 04:04:02 UTC,research,CC-BY-NC,,NA,false
Dryobates nuttallii,2024-10-09 07:31:00 -0700,,"Monterey County, CA, USA",36.346542,-121.489978,,Nuttall's Woodpecker,https://www.inaturalist.org/observations/246718941,https://inaturalist-open-data.s3.amazonaws.com/photos/440503421/medium.jpeg,ross2,246718941,Nuttall's Woodpecker,Aves,792987,1,0,2024/10/09 7:31 AM,2024-10-09,2024-10-09 14:31:00 UTC,Pacific Time (US & Canada),100,100,,open,false,,,16404,Ross Millikan,2024-10-11 03:01:48 UTC,2024-10-11 03:24:37 UTC,research,CC-BY-NC,,NA,false
Dryobates nuttallii,2024-10-09 09:54:00 -0700,,WPA Rock Garden - Land Park,38.540705565,-121.5005117676,,Nuttall's Woodpecker,https://www.inaturalist.org/observations/246709461,https://inaturalist-open-data.s3.amazonaws.com/photos/440479116/medium.jpg,kaydeesky,246709461,Nuttall's Woodpecker,Aves,792987,1,0,2024/10/09 9:54 AM,2024-10-09,2024-10-09 16:54:00 UTC,Pacific Time (US & Canada),75,75,,open,false,,,6978309,Karen Skelton,2024-10-11 01:22:44 UTC,2024-10-11 02:15:15 UTC,research,CC-BY-NC,,NA,false
Dryobates nuttallii,2024-10-08 09:32:00 -0700,,"Laguna Creek Trail, Elk Grove, CA 95624, USA",38.4161391,-121.3623304,,Nuttall's Woodpecker,https://www.inaturalist.org/observations/246707461,https://inaturalist-open-data.s3.amazonaws.com/photos/440477990/medium.jpeg,kaydeesky,246707461,Nuttall's Woodpecker,Aves,792987,1,0,2024/10/08 9:32 AM,2024-10-08,2024-10-08 16:32:00 UTC,Pacific Time (US & Canada),381,381,,open,false,,,6978309,Karen Skelton,2024-10-11 01:01:16 UTC,2024-10-11 01:03:54 UTC,research,CC-BY-NC,,NA,false
Dryobates nuttallii,2024-10-10 11:13:00 -0700,,"Granada Hills, Los Angeles, CA, USA",34.3115113575,-118.5143436561,,Nuttall's Woodpecker,https://www.inaturalist.org/observations/246697248,https://inaturalist-open-data.s3.amazonaws.com/photos/440452214/medium.jpeg,dlbowls,246697248,Nuttall's Woodpecker,Aves,792987,2,0,2024/10/10 11:13 AM,2024-10-10,2024-10-10 18:13:00 UTC,Pacific Time (US & Canada),28,28,,open,false,,,223005,,2024-10-10 23:21:03 UTC,2024-10-11 23:56:18 UTC,research,CC-BY-NC,,NA,false
Dryobates nuttallii,2024-10-10 10:07:00 -0700,,"Otay Valley Regional Park, San Diego, CA, USA",32.58749,-117.0767433333,,Nuttall's Woodpecker,https://www.inaturalist.org/observations/246688152,https://inaturalist-open-data.s3.amazonaws.com/photos/440437286/medium.jpeg,milliebasden,246688152,Nuttall's Woodpecker,Aves,792987,2,0,2024/10/10 10:07 AM,2024-10-10,2024-10-10 17:07:00 UTC,Pacific Time (US & Canada),NA,NA,,open,false,,,159364,Millie Basden,2024-10-10 21:54:15 UTC,2024-10-11 02:50:24 UTC,research,CC-BY,,NA,false
Dryobates nuttallii,2024-10-08 11:19:00 -0700,Huntington Beach Central Park - East,"Huntington Beach, CA, USA",33.7038033333,-118.00527,,Nuttall's Woodpecker,https://www.inaturalist.org/observations/246671880,https://static.inaturalist.org/photos/440407749/medium.jpg,kenunger,246671880,Nuttall's Woodpecker,Aves,792987,1,0,2024/10/08 11:19 AM,2024-10-08,2024-10-08 18:19:00 UTC,Pacific Time (US & Canada),NA,NA,,open,false,,,988930,Ken Unger,2024-10-10 19:50:07 UTC,2024-10-11 03:56:34 UTC,research,,,NA,false
Dryobates nuttallii,2024-10-08 11:18:00 -0700,Huntington Beach Central Park - East,"Huntington Beach, CA, USA",33.703805,-118.0052766667,,Nuttall's Woodpecker,https://www.inaturalist.org/observations/246671878,https://static.inaturalist.org/photos/440407750/medium.jpg,kenunger,246671878,Nuttall's Woodpecker,Aves,792987,1,0,2024/10/08 11:18 AM,2024-10-08,2024-10-08 18:18:00 UTC,Pacific Time (US & Canada),NA,NA,,open,false,,,988930,Ken Unger,2024-10-10 19:50:06 UTC,2024-10-10 22:09:51 UTC,research,,,NA,false
Dryobates nuttallii,2024-10-09 10:43:00 -0700,,"174 Morning Sun Ave, Mill Valley, CA 94941, USA",37.886261,-122.5274728,,Nuttall's Woodpecker,https://www.inaturalist.org/observations/246664838,https://static.inaturalist.org/photos/440391578/medium.jpeg,afaulkner,246664838,Nuttall's Woodpecker,Aves,792987,2,0,2024/10/09 10:43 AM,2024-10-09,2024-10-09 17:43:00 UTC,Pacific Time (US & Canada),196,196,,open,false,,,545413,Amy Faulkner,2024-10-10 19:02:45 UTC,2024-10-10 20:23:04 UTC,research,,,NA,false
Dryobates nuttallii,2024-10-10 11:20:26 -0700,,"Figueroa / Woodside, Los Angeles, CA 90065, USA",34.09826397,-118.20581649,,Nuttall's Woodpecker,https://www.inaturalist.org/observations/246659430,,boazsolorio,246659430,Nuttall's Woodpecker,Aves,792987,1,0,2024-10-10 11:20:26,2024-10-10,2024-10-10 18:20:26 UTC,Pacific Time (US & Canada),8,8,,open,false,,,1518277,Boaz Benaiah Solorio,2024-10-10 18:20:57 UTC,2024-10-10 18:59:45 UTC,research,CC-BY-NC,https://static.inaturalist.org/sounds/1226229.wav?1728584459,2,false
Dryobates nuttallii,2024-10-09 07:53:00 -0700,,"Idyllwild-Pine Cove, CA, USA",33.7475480994,-116.7226687871,,Nuttall's Woodpecker,https://www.inaturalist.org/observations/246631032,https://inaturalist-open-data.s3.amazonaws.com/photos/440330159/medium.png,smeckert,246631032,Nuttall's Woodpecker,Aves,792987,2,0,2024/10/09 7:53 AM,2024-10-09,2024-10-09 14:53:00 UTC,Pacific Time (US & Canada),8,8,,open,false,,,5789328,,2024-10-10 14:54:28 UTC,2024-10-10 23:40:36 UTC,research,CC-BY,,NA,false
Dryobates nuttallii,2024-10-09 13:13:00 -0700,,"San Carlos, San Diego, CA, USA",32.8215874776,-117.0607214673,,Nuttall's Woodpecker,https://www.inaturalist.org/observations/246571375,https://inaturalist-open-data.s3.amazonaws.com/photos/440214052/medium.jpeg,micrathene,246571375,Nuttall's Woodpecker,Aves,792987,1,0,2024/10/09 1:13 PM,2024-10-09,2024-10-09 20:13:00 UTC,Pacific Time (US & Canada),91,91,,open,false,,,322026,David Vander Pluym,2024-10-10 02:41:50 UTC,2024-10-10 02:45:29 UTC,research,CC-BY-NC,,NA,false
Dryobates nuttallii,2024-10-09 17:06:12 -0700,,"Valley Rim Rd, El Cajon, CA, US",32.8076216667,-116.9064466667,,Nuttall's Woodpecker,https://www.inaturalist.org/observations/246555327,https://inaturalist-open-data.s3.amazonaws.com/photos/440181790/medium.jpeg,tylt,246555327,Nuttall's Woodpecker,Aves,792987,1,0,2024-10-09 17:06:12,2024-10-09,2024-10-10 00:06:12 UTC,Pacific Time (US & Canada),8,8,,open,false,,,4709531,Tyler,2024-10-10 00:18:32 UTC,2024-10-10 00:47:31 UTC,research,CC-BY,,843,false
Dryobates nuttallii,2024-10-09 13:39:22 -0700,,"Calle Arino, Santa Clarita, CA, US",34.4046996248,-118.5417820763,,Nuttall's Woodpecker,https://www.inaturalist.org/observations/246527829,https://inaturalist-open-data.s3.amazonaws.com/photos/440125530/medium.jpeg,elkoftheriot,246527829,Nuttall's Woodpecker,Aves,792987,3,0,2024-10-09 13:39:22-07:00,2024-10-09,2024-10-09 20:39:22 UTC,Pacific Time (US & Canada),174,174,,open,false,,,5213061,Elk (she/he),2024-10-09 20:39:43 UTC,2024-10-11 20:29:05 UTC,research,CC-BY-NC,,3,false
Dryobates nuttallii,2024-10-09 08:58:09 -0700,,"University, Riverside, CA 92507, USA",33.9738972222,-117.3245972222,,Nuttall's Woodpecker,https://www.inaturalist.org/observations/246488274,https://static.inaturalist.org/photos/440050203/medium.jpeg,sadesse,246488274,Nuttall's Woodpecker,Aves,792987,2,0,2024-10-09 08:58:09,2024-10-09,2024-10-09 15:58:09 UTC,Pacific Time (US & Canada),NA,NA,,open,false,gps,gps,7834732,samuel desse,2024-10-09 15:59:52 UTC,2024-10-14 01:16:58 UTC,research,,,2,false
Pica nuttalli,2024-10-09 07:57:58 -0700,,"Rosemont Square, Rosemont, CA 95826, USA",38.55341529,-121.35059084,,Yellow-billed Magpie,https://www.inaturalist.org/observations/246480163,https://inaturalist-open-data.s3.amazonaws.com/photos/440033648/medium.jpeg,vermfly,246480163,Yellow-billed Magpie,Aves,8319,2,0,2024-10-09 07:57:58,2024-10-09,2024-10-09 14:57:58 UTC,Pacific Time (US & Canada),3,3,,open,false,,,3057,Clifford Hawley,2024-10-09 15:00:32 UTC,2024-10-16 20:00:27 UTC,research,CC-BY-NC,,2,false
Dryobates nuttallii,2018-06-19 15:45:00 -0700,,"Olivehurst, CA, USA",39.0715424887,-121.5479456953,,Nuttall's Woodpecker,https://www.inaturalist.org/observations/246427357,https://inaturalist-open-data.s3.amazonaws.com/photos/439929549/medium.jpeg,donnadugan,246427357,Nuttall's Woodpecker,Aves,792987,2,0,2018/06/19 3:45 PM,2018-06-19,2018-06-19 22:45:00 UTC,Pacific Time (US & Canada),15,15,,open,false,,,2075560,Donna L Dugan,2024-10-09 04:55:14 UTC,2024-10-21 22:22:05 UTC,research,CC-BY-NC,,NA,false
Dryobates nuttallii,2018-04-01 12:33:00 -0700,,"Olivehurst, CA, USA",39.0715216651,-121.5479349664,,Nuttall's Woodpecker,https://www.inaturalist.org/observations/246420968,https://inaturalist-open-data.s3.amazonaws.com/photos/439915612/medium.jpeg,donnadugan,246420968,Nuttall's Woodpecker,Aves,792987,1,0,2018/04/01 12:33 PM,2018-04-01,2018-04-01 19:33:00 UTC,Pacific Time (US & Canada),8,8,,open,false,,,2075560,Donna L Dugan,2024-10-09 03:29:27 UTC,2024-10-09 03:30:48 UTC,research,CC-BY-NC,,NA,false
Dryobates nuttallii,2020-10-09 00:00:00 -0800,,"Sutro Heights, San Francisco, CA 94121, USA",37.7799126,-122.5062671,,Nuttall's Woodpecker,https://www.inaturalist.org/observations/246410727,https://static.inaturalist.org/photos/439892827/medium.jpeg,coraciiformes,246410727,Nuttall's Woodpecker,Aves,792987,2,0,2020/10/09,2020-10-09,,Pacific Time (US & Canada),351,351,,open,false,,,78935,Michaela,2024-10-09 01:49:01 UTC,2024-10-09 05:05:34 UTC,research,,,NA,false
Dryobates nuttallii,2024-10-08 11:25:58 -0700,,"Knights Ferry, CA 95361, USA",37.8190350124,-120.6641899422,,Nuttall's Woodpecker,https://www.inaturalist.org/observations/246385477,https://inaturalist-open-data.s3.amazonaws.com/photos/439843138/medium.jpeg,crpvictor,246385477,Nuttall's Woodpecker,Aves,792987,1,0,2024-10-08 11:25:58,2024-10-08,2024-10-08 18:25:58 UTC,Pacific Time (US & Canada),19,19,,open,false,gps,gps,7934335,,2024-10-08 22:01:25 UTC,2024-10-08 23:53:28 UTC,research,CC-BY-NC,,2,false
Dryobates nuttallii,2020-10-02 00:00:00 -0800,,"Coyote Point Recreation Area, 1701 Coyote Point Dr, San Mateo, CA 94401, USA",37.5872676,-122.3191012,,Nuttall's Woodpecker,https://www.inaturalist.org/observations/246368057,https://static.inaturalist.org/photos/439804196/medium.jpeg,coraciiformes,246368057,Nuttall's Woodpecker,Aves,792987,2,0,2020/10/02,2020-10-02,,Pacific Time (US & Canada),207,207,,open,false,,,78935,Michaela,2024-10-08 19:56:10 UTC,2024-10-09 05:06:05 UTC,research,,,NA,false
Dryobates nuttallii,2020-08-01 11:33:00 -0700,,"Lakeshore, San Francisco, CA 94132, USA",37.7334444444,-122.5006333333,,Nuttall's Woodpecker,https://www.inaturalist.org/observations/246362568,https://static.inaturalist.org/photos/439788573/medium.jpeg,coraciiformes,246362568,Nuttall's Woodpecker,Aves,792987,2,0,2020/08/01 11:33 AM,2020-08-01,2020-08-01 18:33:00 UTC,Pacific Time (US & Canada),5,5,,open,false,,,78935,Michaela,2024-10-08 19:18:10 UTC,2024-10-09 05:06:24 UTC,research,,,NA,false
Dryobates nuttallii,2020-06-24 00:00:00 -0800,,"Golden Gate Park, San Francisco, CA, USA",37.7689203,-122.482977,,Nuttall's Woodpecker,https://www.inaturalist.org/observations/246362500,https://static.inaturalist.org/photos/439783573/medium.jpeg,coraciiformes,246362500,Nuttall's Woodpecker,Aves,792987,1,0,2020/06/24,2020-06-24,,Pacific Time (US & Canada),3163,3163,,open,false,,,78935,Michaela,2024-10-08 19:17:57 UTC,2024-10-08 19:53:16 UTC,research,,,NA,false
Dryobates nuttallii,2024-10-07 17:10:00 -0700,,"Orange County, CA, USA",33.7969499141,-117.7485197431,,Nuttall's Woodpecker,https://www.inaturalist.org/observations/246280877,https://inaturalist-open-data.s3.amazonaws.com/photos/439632916/medium.jpeg,mbugs,246280877,Nuttall's Woodpecker,Aves,792987,2,1,2024/10/07 5:10 PM,2024-10-07,2024-10-08 00:10:00 UTC,Pacific Time (US & Canada),27,27,,open,false,,,3643085,March W,2024-10-08 05:57:53 UTC,2024-10-21 13:35:20 UTC,research,CC-BY-NC,,NA,false
Dryobates nuttallii,2024-10-07 11:11:00 -0700,,"Santa Teresa County Park, Edenvale, San Jose, CA, USA",37.2108303083,-121.7886060767,,Nuttall's Woodpecker,https://www.inaturalist.org/observations/246273462,https://inaturalist-open-data.s3.amazonaws.com/photos/439618152/medium.jpeg,edwardrooks,246273462,Nuttall's Woodpecker,Aves,792987,1,0,2024/10/07 11:11 AM,2024-10-07,2024-10-07 18:11:00 UTC,Pacific Time (US & Canada),1245,1245,,open,false,,,10201,edwardrooks,2024-10-08 04:06:24 UTC,2024-10-08 04:09:45 UTC,research,CC-BY-NC,,NA,false
Dryobates nuttallii,2024-10-07 12:21:00 -0700,,Presidio park,32.7584071274,-117.1947670262,,Nuttall's Woodpecker,https://www.inaturalist.org/observations/246264789,https://inaturalist-open-data.s3.amazonaws.com/photos/439601959/medium.jpeg,gwynnemb,246264789,Nuttall's Woodpecker,Aves,792987,1,0,2024/10/07 12:21 PM,2024-10-07,2024-10-07 19:21:00 UTC,Pacific Time (US & Canada),244,244,,open,false,,,1530791,Gwynne Bruck,2024-10-08 02:41:47 UTC,2024-10-08 03:08:12 UTC,research,CC0,,NA,false
Dryobates nuttallii,2024-02-28 12:46:00 -0800,,"California, US",38.7792348143,-121.2111528362,,Nuttall's Woodpecker,https://www.inaturalist.org/observations/246261079,https://inaturalist-open-data.s3.amazonaws.com/photos/439595296/medium.jpeg,californiafishlover,246261079,Nuttall's Woodpecker,Aves,792987,2,0,2024/02/28 12:46 PM,2024-02-28,2024-02-28 20:46:00 UTC,Pacific Time (US & Canada),15,28210,obscured,open,true,,,7522792,,2024-10-08 02:10:09 UTC,2024-10-13 19:09:24 UTC,research,CC-BY-NC,,NA,false
Dryobates nuttallii,2024-10-07 18:34:04 -0700,,"Los Angeles County, US-CA, US",34.1836000349,-118.5123036925,,Nuttall's Woodpecker,https://www.inaturalist.org/observations/246251175,https://inaturalist-open-data.s3.amazonaws.com/photos/439574126/medium.jpeg,slevinson,246251175,Nuttall's Woodpecker,Aves,792987,2,0,2024-10-07 17:34:04-08:00,2024-10-07,2024-10-08 01:34:04 UTC,Pacific Time (US & Canada),43,28874,obscured,open,true,,,2465737,Susan Levinson,2024-10-08 00:52:31 UTC,2024-10-09 03:16:08 UTC,research,CC-BY-NC,,3,false
Dryobates nuttallii,2024-10-07 17:27:34 -0700,,"Crystal Cove State Park, Orange County, US-CA, US",33.573435076,-117.8092900216,,Nuttall's Woodpecker,https://www.inaturalist.org/observations/246249524,,jasminott,246249524,Nuttall's Woodpecker,Aves,792987,1,0,2024-10-07 17:27:34,2024-10-07,2024-10-08 00:27:34 UTC,Pacific Time (US & Canada),3,3,,open,false,,,2460115,Jasmin Minott,2024-10-08 00:42:48 UTC,2024-10-08 13:05:38 UTC,research,,https://static.inaturalist.org/sounds/1224637.wav?1728348213,2,false
Dryobates nuttallii,2024-10-07 15:05:00 -0700,,"San Joaquin Marsh, Irvine, CA 92612, USA",33.6649611094,-117.8442774887,,Nuttall's Woodpecker,https://www.inaturalist.org/observations/246237795,https://inaturalist-open-data.s3.amazonaws.com/photos/439546118/medium.jpeg,pscharnell,246237795,Nuttall's Woodpecker,Aves,792987,1,0,2024/10/07 3:05 PM,2024-10-07,2024-10-07 22:05:00 UTC,Pacific Time (US & Canada),1,1,,open,false,,,5491872,pscharnell,2024-10-07 23:04:03 UTC,2024-10-07 23:43:43 UTC,research,CC-BY-NC,,NA,false
Dryobates nuttallii,2023-12-17 07:57:00 -0800,,"Elysian Park, Los Angeles, CA, USA",34.0829383333,-118.2321516667,,Nuttall's Woodpecker,https://www.inaturalist.org/observations/246225913,https://inaturalist-open-data.s3.amazonaws.com/photos/439521171/medium.jpeg,yetikat,246225913,Nuttall's Woodpecker,Aves,792987,1,0,2023/12/17 7:57 AM,2023-12-17,2023-12-17 15:57:00 UTC,Pacific Time (US & Canada),NA,NA,,open,false,,,35725,Kat Halsey,2024-10-07 21:29:11 UTC,2024-10-07 21:39:57 UTC,research,CC-BY-NC,,NA,false
Dryobates nuttallii,2024-06-05 17:06:00 -0700,,"Burbank, CA, USA",34.1904,-118.3585166667,,Nuttall's Woodpecker,https://www.inaturalist.org/observations/246181485,https://inaturalist-open-data.s3.amazonaws.com/photos/439435423/medium.jpg,yetikat,246181485,Nuttall's Woodpecker,Aves,792987,1,0,2024/06/05 5:06 PM,2024-06-05,2024-06-06 00:06:00 UTC,Pacific Time (US & Canada),NA,NA,,open,false,,,35725,Kat Halsey,2024-10-07 16:42:55 UTC,2024-10-07 17:05:12 UTC,research,CC-BY-NC,,NA,false
Dryobates nuttallii,2024-10-06 11:07:00 -0700,,"Islay Creek Campground, 3550 Pecho Valley Rd, Los Osos, CA 93402, USA",35.2735461,-120.8836636,,Nuttall's Woodpecker,https://www.inaturalist.org/observations/246181300,https://inaturalist-open-data.s3.amazonaws.com/photos/439433743/medium.jpg,coolnewbugs,246181300,Nuttall's Woodpecker,Aves,792987,1,0,2024/10/06 11:07 AM,2024-10-06,2024-10-06 18:07:00 UTC,Pacific Time (US & Canada),189,189,,open,false,,,1998201,Isaac Capp,2024-10-07 16:41:57 UTC,2024-10-07 21:48:39 UTC,research,CC-BY-NC,,NA,false
Dryobates nuttallii,2024-10-06 08:03:00 -0700,,"Pine Heights Way, San Marcos, CA, USA",33.136317,-117.1155859,,Nuttall's Woodpecker,https://www.inaturalist.org/observations/246178199,https://inaturalist-open-data.s3.amazonaws.com/photos/439429117/medium.jpeg,mw52berg,246178199,Nuttall's Woodpecker,Aves,792987,1,0,2024/10/06 8:03 AM,2024-10-06,2024-10-06 15:03:00 UTC,Pacific Time (US & Canada),180,180,,open,false,,,948149,Michael,2024-10-07 16:22:22 UTC,2024-10-07 21:49:17 UTC,research,CC-BY-NC,,NA,false
